id,title,genres,keywords,overview,cast,crew,vote_average,runtime,release_date,popularity,original_language
80966,Agak Laen Part 25,"[{""id"": 0, ""name"": ""Comedy""}, {""id"": 1, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Comedy, Horror genre, directed by Muhadkly Acho. This film features standout performances by Bene Dion, Boris Bokir.","[{""name"": ""Bene Dion"", ""character"": """"}, {""name"": ""Boris Bokir"", ""character"": """"}]","[{""name"": ""Muhadkly Acho"", ""job"": ""Director""}]",6.1,96,2012-02-04,43.5,id
80967,KKN di Desa Penari Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Tissa Biani, Adinda Thomas.","[{""name"": ""Tissa Biani"", ""character"": """"}, {""name"": ""Adinda Thomas"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.2,91,2019-11-12,78.4,id
80968,The Raid: Redemption Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Gareth Evans. This film features standout performances by Iko Uwais, Joe Taslim.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Joe Taslim"", ""character"": """"}]","[{""name"": ""Gareth Evans"", ""job"": ""Director""}]",6.0,106,2013-02-03,39.2,id
80969,The Raid 2 Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Gareth Evans. This film features standout performances by Iko Uwais, Arifin Putra.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Arifin Putra"", ""character"": """"}]","[{""name"": ""Gareth Evans"", ""job"": ""Director""}]",6.7,96,2017-08-20,49.6,id
80970,Pengabdi Setan Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Bront Palarae.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Bront Palarae"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",5.8,173,2015-04-26,53.4,id
80971,Pengabdi Setan 2: Communion Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Endy Arfian.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Endy Arfian"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",8.3,166,2003-01-17,68.7,id
80972,Laskar Pelangi Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Family""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Family genre, directed by Riri Riza. This film features standout performances by Cut Mini, Ikranagara.","[{""name"": ""Cut Mini"", ""character"": """"}, {""name"": ""Ikranagara"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",8.4,132,2003-10-13,13.2,id
80973,Habibie & Ainun Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Faozan Rizal. This film features standout performances by Reza Rahadian, Bunga Citra Lestari.","[{""name"": ""Reza Rahadian"", ""character"": """"}, {""name"": ""Bunga Citra Lestari"", ""character"": """"}]","[{""name"": ""Faozan Rizal"", ""job"": ""Director""}]",7.9,154,2005-03-31,60.7,id
80974,Ayat-Ayat Cinta Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Hanung Bramantyo. This film features standout performances by Fedi Nuril, Rianti Cartwright.","[{""name"": ""Fedi Nuril"", ""character"": """"}, {""name"": ""Rianti Cartwright"", ""character"": """"}]","[{""name"": ""Hanung Bramantyo"", ""job"": ""Director""}]",6.9,87,2001-05-15,81.8,id
80975,Ada Apa Dengan Cinta? Part 25,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Rudi Soedjarwo. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",6.3,161,2002-10-18,34.3,id
80976,Ada Apa Dengan Cinta 2 Part 25,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Riri Riza. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",6.9,158,2010-07-28,15.3,id
80977,Gundala Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Sci-Fi""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Sci-Fi genre, directed by Joko Anwar. This film features standout performances by Abimana Aryasatya, Tara Basro.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Tara Basro"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",8.2,174,2020-10-28,13.7,id
80978,Impetigore Part 25,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Marissa Anita.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Marissa Anita"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",7.0,105,2025-06-21,73.0,id
80979,The Big 4 Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Comedy""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Comedy genre, directed by Timo Tjahjanto. This film features standout performances by Abimana Aryasatya, Putri Marino.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Putri Marino"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",6.7,150,2011-10-01,82.5,id
80980,Dilan 1990 Part 25,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",6.2,144,2000-01-29,48.2,id
80981,Dilan 1991 Part 25,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",8.5,89,2013-03-22,69.2,id
80982,Milea: Suara dari Dilan Part 25,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",8.5,90,2008-01-09,93.4,id
80983,Stealing Raden Saleh Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Heist""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Heist genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",8.7,161,2006-10-07,14.2,id
80984,Nanti Kita Cerita Tentang Hari Ini Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Family""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Family genre, directed by Angga Dwimas Sasongko. This film features standout performances by Rachel Amanda, Rio Dewanto.","[{""name"": ""Rachel Amanda"", ""character"": """"}, {""name"": ""Rio Dewanto"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",6.7,172,2015-07-19,67.7,id
80985,Sayap Sayap Patah Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Action genre, directed by Rudi Soedjarwo. This film features standout performances by Nicholas Saputra, Ariel Tatum.","[{""name"": ""Nicholas Saputra"", ""character"": """"}, {""name"": ""Ariel Tatum"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",5.6,134,2021-05-06,26.9,id
80986,Sewu Dino Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Kimo Stamboel. This film features standout performances by Mikha Tambayong, Rio Dewanto.","[{""name"": ""Mikha Tambayong"", ""character"": """"}, {""name"": ""Rio Dewanto"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",8.7,158,2014-12-04,52.6,id
80987,Di Ambang Kematian Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Azhar Kinoi Lubis. This film features standout performances by Taskya Namya, Wafda Saifan.","[{""name"": ""Taskya Namya"", ""character"": """"}, {""name"": ""Wafda Saifan"", ""character"": """"}]","[{""name"": ""Azhar Kinoi Lubis"", ""job"": ""Director""}]",8.0,137,2012-03-14,75.4,id
80988,Siksa Neraka Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Anggy Umara. This film features standout performances by Kiesha Alvaro, Ariyo Wahab.","[{""name"": ""Kiesha Alvaro"", ""character"": """"}, {""name"": ""Ariyo Wahab"", ""character"": """"}]","[{""name"": ""Anggy Umara"", ""job"": ""Director""}]",6.0,97,2022-10-04,92.8,id
80989,Mencuri Raden Saleh Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",7.9,129,2017-03-01,15.9,id
80990,Suzanna: Bernapas dalam Kubur Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Rocky Soraya. This film features standout performances by Luna Maya, Herjunot Ali.","[{""name"": ""Luna Maya"", ""character"": """"}, {""name"": ""Herjunot Ali"", ""character"": """"}]","[{""name"": ""Rocky Soraya"", ""job"": ""Director""}]",7.8,88,2023-08-26,17.1,id
80991,Sang Penari Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""History""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, History genre, directed by Ifa Isfansyah. This film features standout performances by Prisia Nasution, Oka Antara.","[{""name"": ""Prisia Nasution"", ""character"": """"}, {""name"": ""Oka Antara"", ""character"": """"}]","[{""name"": ""Ifa Isfansyah"", ""job"": ""Director""}]",6.6,148,2014-01-03,49.4,id
80992,Photocopier Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Mystery genre, directed by Wregas Bhanuteja. This film features standout performances by Shenina Cinnamon, Chicco Kurniawan.","[{""name"": ""Shenina Cinnamon"", ""character"": """"}, {""name"": ""Chicco Kurniawan"", ""character"": """"}]","[{""name"": ""Wregas Bhanuteja"", ""job"": ""Director""}]",7.1,143,2004-02-13,33.6,id
80993,Yuni Part 25,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Arawinda Kirana, Kevin Ardilova.","[{""name"": ""Arawinda Kirana"", ""character"": """"}, {""name"": ""Kevin Ardilova"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",5.6,163,2006-02-16,35.7,id
80994,"Before, Now & Then Part 25","[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Happy Salma, Laura Basuki.","[{""name"": ""Happy Salma"", ""character"": """"}, {""name"": ""Laura Basuki"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",8.0,155,2014-07-10,15.4,id
80995,Marlina the Murderer in Four Acts Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Western""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Western genre, directed by Mouly Surya. This film features standout performances by Marsha Timothy, Dea Panendra.","[{""name"": ""Marsha Timothy"", ""character"": """"}, {""name"": ""Dea Panendra"", ""character"": """"}]","[{""name"": ""Mouly Surya"", ""job"": ""Director""}]",7.0,90,2004-10-04,23.9,id
80996,The Night Comes for Us Part 25,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Timo Tjahjanto. This film features standout performances by Joe Taslim, Iko Uwais.","[{""name"": ""Joe Taslim"", ""character"": """"}, {""name"": ""Iko Uwais"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",5.7,174,2008-11-10,79.8,id
80997,Headshot Part 25,"[{""id"": 0, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action genre, directed by The Mo Brothers. This film features standout performances by Iko Uwais, Chelsea Islan.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Chelsea Islan"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",8.4,141,2002-04-01,93.7,id
80998,Macabre Part 25,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Slasher""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Slasher genre, directed by The Mo Brothers. This film features standout performances by Shareefa Daanish, Julie Estelle.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Julie Estelle"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",6.2,120,2007-12-21,82.5,id
80999,Susi Susanti: Love All Part 25,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Sport""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Sport genre, directed by Sim F. This film features standout performances by Laura Basuki, Dion Wiyoko.","[{""name"": ""Laura Basuki"", ""character"": """"}, {""name"": ""Dion Wiyoko"", ""character"": """"}]","[{""name"": ""Sim F"", ""job"": ""Director""}]",8.3,149,2018-07-12,35.7,id
